Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
-----------------------------------------------
                0.00    0.00     470/470         main [1]
[360]    0.0    0.00    0.00     470         stats::Get20MoveTime() [360]
                0.00    0.00     840/2300        std::vector<double, std::allocator<double> >::begin() [219]
                0.00    0.00     840/840         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(long) const [339]
                0.00    0.00     520/3841        std::vector<int, std::allocator<int> >::size() const [185]
                0.00    0.00     470/470         std::vector<int, std::allocator<int> >::operator[](unsigned long) [404]
                0.00    0.00     420/940         double std::accumulate<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double) [317]
                0.00    0.00      50/520         stats::GetTotalTime() [340]
-----------------------------------------------
                0.00    0.00     470/470         main [1]
[361]    0.0    0.00    0.00     470         stats::GetMaxTimestep() [361]
                0.00    0.00     470/1460        std::vector<double, std::allocator<double> >::end() [246]
                0.00    0.00     470/470         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::max_element<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [405]
                0.00    0.00     470/2300        std::vector<double, std::allocator<double> >::begin() [219]
                0.00    0.00     470/1410        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [295]
-----------------------------------------------
                0.00    0.00     470/470         main [1]
[362]    0.0    0.00    0.00     470         stats::stats() [362]
                0.00    0.00     470/470         std::vector<double, std::allocator<double> >::vector() [398]
                0.00    0.00     470/472         std::vector<xyLoc, std::allocator<xyLoc> >::vector() [351]
                0.00    0.00     470/470         std::vector<int, std::allocator<int> >::vector() [403]
-----------------------------------------------
                0.00    0.00     470/470         void __gnu_cxx::__alloc_traits<std::allocator<Experiment> >::construct<Experiment>(std::allocator<Experiment>&, Experiment*, Experiment const&) [368]
[363]    0.0    0.00    0.00     470         __gnu_cxx::new_allocator<Experiment>::construct(Experiment*, Experiment const&) [363]
                0.00    0.00     470/991501      operator new(unsigned long, void*) [101]
                0.00    0.00     470/5203        Experiment::Experiment(Experiment const&) [171]
-----------------------------------------------
                0.00    0.00     470/470         void __gnu_cxx::__alloc_traits<std::allocator<double> >::construct<double>(std::allocator<double>&, double*, double const&) [370]
[364]    0.0    0.00    0.00     470         __gnu_cxx::new_allocator<double>::construct(double*, double const&) [364]
                0.00    0.00     470/991501      operator new(unsigned long, void*) [101]
-----------------------------------------------
                0.00    0.00     470/470         std::allocator<double>::allocator() [383]
[365]    0.0    0.00    0.00     470         __gnu_cxx::new_allocator<double>::new_allocator() [365]
-----------------------------------------------
                0.00    0.00     470/470         void __gnu_cxx::__alloc_traits<std::allocator<int> >::construct<int>(std::allocator<int>&, int*, int const&) [371]
[366]    0.0    0.00    0.00     470         __gnu_cxx::new_allocator<int>::construct(int*, int const&) [366]
                0.00    0.00     470/991501      operator new(unsigned long, void*) [101]
-----------------------------------------------
                0.00    0.00     470/470         std::allocator<int>::allocator() [384]
[367]    0.0    0.00    0.00     470         __gnu_cxx::new_allocator<int>::new_allocator() [367]
-----------------------------------------------
                0.00    0.00      10/470         std::vector<Experiment, std::allocator<Experiment> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Experiment*, std::vector<Experiment, std::allocator<Experiment> > >, Experiment const&) [468]
                0.00    0.00     460/470         std::vector<Experiment, std::allocator<Experiment> >::push_back(Experiment const&) [391]
[368]    0.0    0.00    0.00     470         void __gnu_cxx::__alloc_traits<std::allocator<Experiment> >::construct<Experiment>(std::allocator<Experiment>&, Experiment*, Experiment const&) [368]
                0.00    0.00     470/470         __gnu_cxx::new_allocator<Experiment>::construct(Experiment*, Experiment const&) [363]
-----------------------------------------------
                0.00    0.00     470/470         std::vector<State*, std::allocator<State*> >::max_size() const [380]
[369]    0.0    0.00    0.00     470         __gnu_cxx::__alloc_traits<std::allocator<State*> >::max_size(std::allocator<State*> const&) [369]
                0.00    0.00     470/471         __gnu_cxx::new_allocator<State*>::max_size() const [353]
-----------------------------------------------
                0.00    0.00     470/470         std::vector<double, std::allocator<double> >::_M_insert_aux(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [396]
[370]    0.0    0.00    0.00     470         void __gnu_cxx::__alloc_traits<std::allocator<double> >::construct<double>(std::allocator<double>&, double*, double const&) [370]
                0.00    0.00     470/470         __gnu_cxx::new_allocator<double>::construct(double*, double const&) [364]
-----------------------------------------------
                0.00    0.00     470/470         std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [399]
[371]    0.0    0.00    0.00     470         void __gnu_cxx::__alloc_traits<std::allocator<int> >::construct<int>(std::allocator<int>&, int*, int const&) [371]
                0.00    0.00     470/470         __gnu_cxx::new_allocator<int>::construct(int*, int const&) [366]
-----------------------------------------------
                0.00    0.00     470/470         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::max_element<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [405]
[372]    0.0    0.00    0.00     470         __gnu_cxx::__ops::__iter_less_iter() [372]
-----------------------------------------------
                0.00    0.00     470/470         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__max_element<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter) [406]
[373]    0.0    0.00    0.00     470         bool __gnu_cxx::operator==<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [373]
                0.00    0.00     940/7520        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [157]
-----------------------------------------------
                0.00    0.00     470/470         std::vector<stats, std::allocator<stats> >::_M_fill_insert(__gnu_cxx::__normal_iterator<stats*, std::vector<stats, std::allocator<stats> > >, unsigned long, stats const&) [392]
[374]    0.0    0.00    0.00     470         __gnu_cxx::__normal_iterator<stats*, std::vector<stats, std::allocator<stats> > >::difference_type __gnu_cxx::operator-<stats*, std::vector<stats, std::allocator<stats> > >(__gnu_cxx::__normal_iterator<stats*, std::vector<stats, std::allocator<stats> > > const&, __gnu_cxx::__normal_iterator<stats*, std::vector<stats, std::allocator<stats> > > const&) [374]
                0.00    0.00     940/1880        __gnu_cxx::__normal_iterator<stats*, std::vector<stats, std::allocator<stats> > >::base() const [241]
-----------------------------------------------
                0.00    0.00     470/470         std::vector<double, std::allocator<double> >::_M_insert_aux(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [396]
[375]    0.0    0.00    0.00     470         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [375]
                0.00    0.00     940/7520        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [157]
-----------------------------------------------
                0.00    0.00     470/470         std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [399]
[376]    0.0    0.00    0.00     470         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [376]
                0.00    0.00     940/1880        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [242]
-----------------------------------------------
                0.00    0.00     470/470         main [1]
[377]    0.0    0.00    0.00     470         Experiment::GetDistance() const [377]
-----------------------------------------------
                0.00    0.00     470/470         std::vector<State*, std::allocator<State*> >::max_size() const [380]
[378]    0.0    0.00    0.00     470         std::_Vector_base<State*, std::allocator<State*> >::_M_get_Tp_allocator() const [378]
-----------------------------------------------
                0.00    0.00     470/470         std::vector<State*, std::allocator<State*> >::reserve(unsigned long) [395]
[379]    0.0    0.00    0.00     470         std::vector<State*, std::allocator<State*> >::capacity() const [379]
-----------------------------------------------
                0.00    0.00     470/470         std::vector<State*, std::allocator<State*> >::reserve(unsigned long) [395]
[380]    0.0    0.00    0.00     470         std::vector<State*, std::allocator<State*> >::max_size() const [380]
                0.00    0.00     470/470         std::_Vector_base<State*, std::allocator<State*> >::_M_get_Tp_allocator() const [378]
                0.00    0.00     470/470         __gnu_cxx::__alloc_traits<std::allocator<State*> >::max_size(std::allocator<State*> const&) [369]
-----------------------------------------------
                0.00    0.00     470/470         std::vector<double, std::allocator<double> >::_M_insert_aux(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [396]
[381]    0.0    0.00    0.00     470         std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [381]
                0.00    0.00    1880/3321        std::vector<double, std::allocator<double> >::size() const [187]
                0.00    0.00     940/940         std::vector<double, std::allocator<double> >::max_size() const [313]
                0.00    0.00     470/4607        unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [175]
-----------------------------------------------
                0.00    0.00     470/470         std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [399]
[382]    0.0    0.00    0.00     470         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [382]
                0.00    0.00    1880/3841        std::vector<int, std::allocator<int> >::size() const [185]
                0.00    0.00     940/940         std::vector<int, std::allocator<int> >::max_size() const [314]
                0.00    0.00     470/4607        unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [175]
-----------------------------------------------
                0.00    0.00     470/470         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [386]
[383]    0.0    0.00    0.00     470         std::allocator<double>::allocator() [383]
                0.00    0.00     470/470         __gnu_cxx::new_allocator<double>::new_allocator() [365]
-----------------------------------------------
                0.00    0.00     470/470         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [388]
[384]    0.0    0.00    0.00     470         std::allocator<int>::allocator() [384]
                0.00    0.00     470/470         __gnu_cxx::new_allocator<int>::new_allocator() [367]
-----------------------------------------------
                0.00    0.00     470/470         void std::_Destroy<State**>(State**, State**) [409]
[385]    0.0    0.00    0.00     470         void std::_Destroy_aux<true>::__destroy<State**>(State**, State**) [385]
-----------------------------------------------
                0.00    0.00     470/470         std::_Vector_base<double, std::allocator<double> >::_Vector_base() [387]
[386]    0.0    0.00    0.00     470         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [386]
                0.00    0.00     470/470         std::allocator<double>::allocator() [383]
-----------------------------------------------
                0.00    0.00     470/470         std::vector<double, std::allocator<double> >::vector() [398]
[387]    0.0    0.00    0.00     470         std::_Vector_base<double, std::allocator<double> >::_Vector_base() [387]
                0.00    0.00     470/470         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [386]
-----------------------------------------------
                0.00    0.00     470/470         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [389]
[388]    0.0    0.00    0.00     470         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [388]
                0.00    0.00     470/470         std::allocator<int>::allocator() [384]
-----------------------------------------------
                0.00    0.00     470/470         std::vector<int, std::allocator<int> >::vector() [403]
[389]    0.0    0.00    0.00     470         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [389]
                0.00    0.00     470/470         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [388]
-----------------------------------------------
                0.00    0.00     470/470         stats* std::uninitialized_fill_n<stats*, unsigned long, stats>(stats*, unsigned long, stats const&) [407]
[390]    0.0    0.00    0.00     470         stats* std::__uninitialized_fill_n<false>::__uninit_fill_n<stats*, unsigned long, stats>(stats*, unsigned long, stats const&) [390]
                0.00    0.00     470/1962        stats* std::__addressof<stats>(stats&) [220]
                0.00    0.00     470/981         void std::_Construct<stats, stats>(stats*, stats const&) [304]
-----------------------------------------------
                0.00    0.00     470/470         ScenarioLoader::ScenarioLoader(char const*) [578]
[391]    0.0    0.00    0.00     470         std::vector<Experiment, std::allocator<Experiment> >::push_back(Experiment const&) [391]
                0.00    0.00     460/470         void __gnu_cxx::__alloc_traits<std::allocator<Experiment> >::construct<Experiment>(std::allocator<Experiment>&, Experiment*, Experiment const&) [368]
                0.00    0.00      10/10          std::vector<Experiment, std::allocator<Experiment> >::end() [469]
                0.00    0.00      10/10          std::vector<Experiment, std::allocator<Experiment> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Experiment*, std::vector<Experiment, std::allocator<Experiment> > >, Experiment const&) [468]
-----------------------------------------------
                0.00    0.00     470/470         std::vector<stats, std::allocator<stats> >::insert(__gnu_cxx::__normal_iterator<stats*, std::vector<stats, std::allocator<stats> > >, unsigned long, stats const&) [393]
[392]    0.0    0.00    0.00     470         std::vector<stats, std::allocator<stats> >::_M_fill_insert(__gnu_cxx::__normal_iterator<stats*, std::vector<stats, std::allocator<stats> > >, unsigned long, stats const&) [392]
                0.00    0.00     960/961         std::_Vector_base<stats, std::allocator<stats> >::_M_get_Tp_allocator() [307]
                0.00    0.00     940/1880        __gnu_cxx::__normal_iterator<stats*, std::vector<stats, std::allocator<stats> > >::base() const [241]
                0.00    0.00     470/470         __gnu_cxx::__normal_iterator<stats*, std::vector<stats, std::allocator<stats> > >::difference_type __gnu_cxx::operator-<stats*, std::vector<stats, std::allocator<stats> > >(__gnu_cxx::__normal_iterator<stats*, std::vector<stats, std::allocator<stats> > > const&, __gnu_cxx::__normal_iterator<stats*, std::vector<stats, std::allocator<stats> > > const&) [374]
                0.00    0.00     470/470         stats* std::__uninitialized_fill_n_a<stats*, unsigned long, stats, stats>(stats*, unsigned long, stats const&, std::allocator<stats>&) [408]
                0.00    0.00     460/1441        stats::stats(stats const&) [248]
                0.00    0.00     460/930         std::vector<stats, std::allocator<stats> >::end() [336]
                0.00    0.00     460/460         stats* std::__uninitialized_move_a<stats*, stats*, std::allocator<stats> >(stats*, stats*, stats*, std::allocator<stats>&) [412]
                0.00    0.00     460/460         void std::fill<stats*, stats>(stats*, stats*, stats const&) [413]
                0.00    0.00     460/1911        stats::~stats() [228]
                0.00    0.00      20/20          stats* std::__uninitialized_move_if_noexcept_a<stats*, stats*, std::allocator<stats> >(stats*, stats*, stats*, std::allocator<stats>&) [434]
                0.00    0.00      10/10          std::vector<stats, std::allocator<stats> >::_M_check_len(unsigned long, char const*) const [465]
                0.00    0.00      10/10          std::vector<stats, std::allocator<stats> >::begin() [471]
                0.00    0.00      10/10          std::_Vector_base<stats, std::allocator<stats> >::_M_allocate(unsigned long) [467]
                0.00    0.00      10/11          void std::_Destroy<stats*, stats>(stats*, stats*, std::allocator<stats>&) [454]
                0.00    0.00      10/11          std::_Vector_base<stats, std::allocator<stats> >::_M_deallocate(stats*, unsigned long) [449]
-----------------------------------------------
                0.00    0.00     470/470         std::vector<stats, std::allocator<stats> >::resize(unsigned long, stats) [394]
[393]    0.0    0.00    0.00     470         std::vector<stats, std::allocator<stats> >::insert(__gnu_cxx::__normal_iterator<stats*, std::vector<stats, std::allocator<stats> > >, unsigned long, stats const&) [393]
                0.00    0.00     470/470         std::vector<stats, std::allocator<stats> >::_M_fill_insert(__gnu_cxx::__normal_iterator<stats*, std::vector<stats, std::allocator<stats> > >, unsigned long, stats const&) [392]
-----------------------------------------------
                0.00    0.00     470/470         main [1]
[394]    0.0    0.00    0.00     470         std::vector<stats, std::allocator<stats> >::resize(unsigned long, stats) [394]
                0.00    0.00     940/1451        std::vector<stats, std::allocator<stats> >::size() const [247]
                0.00    0.00     470/930         std::vector<stats, std::allocator<stats> >::end() [336]
                0.00    0.00     470/470         std::vector<stats, std::allocator<stats> >::insert(__gnu_cxx::__normal_iterator<stats*, std::vector<stats, std::allocator<stats> > >, unsigned long, stats const&) [393]
-----------------------------------------------
                0.00    0.00     470/470         GenericHeap<State*, SearchNodeHash, PathfindingNodeEqual, PathfindingNodeCmp>::reserve(unsigned int) [356]
[395]    0.0    0.00    0.00     470         std::vector<State*, std::allocator<State*> >::reserve(unsigned long) [395]
                0.00    0.00     470/470         std::vector<State*, std::allocator<State*> >::max_size() const [380]
                0.00    0.00     470/470         std::vector<State*, std::allocator<State*> >::capacity() const [379]
                0.00    0.00       1/1059409     std::vector<State*, std::allocator<State*> >::size() const [100]
                0.00    0.00       1/1           State** std::vector<State*, std::allocator<State*> >::_M_allocate_and_copy<State**>(unsigned long, State**, State**) [621]
                0.00    0.00       1/471         std::_Vector_base<State*, std::allocator<State*> >::_M_get_Tp_allocator() [354]
                0.00    0.00       1/470         void std::_Destroy<State**, State*>(State**, State**, std::allocator<State*>&) [410]
                0.00    0.00       1/3           std::_Vector_base<State*, std::allocator<State*> >::_M_deallocate(State**, unsigned long) [519]
-----------------------------------------------
                0.00    0.00     470/470         std::vector<double, std::allocator<double> >::push_back(double const&) [397]
[396]    0.0    0.00    0.00     470         std::vector<double, std::allocator<double> >::_M_insert_aux(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [396]
                0.00    0.00    1410/4762        std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [173]
                0.00    0.00     940/7520        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [157]
                0.00    0.00     940/940         double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [326]
                0.00    0.00     470/470         std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [381]
                0.00    0.00     470/2300        std::vector<double, std::allocator<double> >::begin() [219]
                0.00    0.00     470/470         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [375]
                0.00    0.00     470/1911        std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [233]
                0.00    0.00     470/470         void __gnu_cxx::__alloc_traits<std::allocator<double> >::construct<double>(std::allocator<double>&, double*, double const&) [370]
                0.00    0.00     470/2381        void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [215]
                0.00    0.00     470/2381        std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [212]
-----------------------------------------------
                0.00    0.00     470/470         main [1]
[397]    0.0    0.00    0.00     470         std::vector<double, std::allocator<double> >::push_back(double const&) [397]
                0.00    0.00     470/1460        std::vector<double, std::allocator<double> >::end() [246]
                0.00    0.00     470/470         std::vector<double, std::allocator<double> >::_M_insert_aux(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [396]
-----------------------------------------------
                0.00    0.00     470/470         stats::stats() [362]
[398]    0.0    0.00    0.00     470         std::vector<double, std::allocator<double> >::vector() [398]
                0.00    0.00     470/470         std::_Vector_base<double, std::allocator<double> >::_Vector_base() [387]
-----------------------------------------------
                0.00    0.00     470/470         std::vector<int, std::allocator<int> >::push_back(int const&) [402]
[399]    0.0    0.00    0.00     470         std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [399]
                0.00    0.00    1410/4762        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [174]
                0.00    0.00     940/1880        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [242]
                0.00    0.00     940/940         int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [327]
                0.00    0.00     470/470         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [382]
                0.00    0.00     470/470         std::vector<int, std::allocator<int> >::begin() [401]
                0.00    0.00     470/470         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [376]
                0.00    0.00     470/1911        std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [236]
                0.00    0.00     470/470         void __gnu_cxx::__alloc_traits<std::allocator<int> >::construct<int>(std::allocator<int>&, int*, int const&) [371]
                0.00    0.00     470/2381        void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [217]
                0.00    0.00     470/2381        std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [213]
-----------------------------------------------
                0.00    0.00     470/470         std::vector<int, std::allocator<int> >::push_back(int const&) [402]
[400]    0.0    0.00    0.00     470         std::vector<int, std::allocator<int> >::end() [400]
                0.00    0.00     470/940         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [312]
-----------------------------------------------
                0.00    0.00     470/470         std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [399]
[401]    0.0    0.00    0.00     470         std::vector<int, std::allocator<int> >::begin() [401]
                0.00    0.00     470/940         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [312]
-----------------------------------------------
                0.00    0.00     470/470         main [1]
[402]    0.0    0.00    0.00     470         std::vector<int, std::allocator<int> >::push_back(int const&) [402]
                0.00    0.00     470/470         std::vector<int, std::allocator<int> >::end() [400]
                0.00    0.00     470/470         std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [399]
-----------------------------------------------
                0.00    0.00     470/470         stats::stats() [362]
[403]    0.0    0.00    0.00     470         std::vector<int, std::allocator<int> >::vector() [403]
                0.00    0.00     470/470         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [389]
-----------------------------------------------
                0.00    0.00     470/470         stats::Get20MoveTime() [360]
[404]    0.0    0.00    0.00     470         std::vector<int, std::allocator<int> >::operator[](unsigned long) [404]
-----------------------------------------------
                0.00    0.00     470/470         stats::GetMaxTimestep() [361]
[405]    0.0    0.00    0.00     470         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::max_element<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [405]
                0.00    0.00     470/470         __gnu_cxx::__ops::__iter_less_iter() [372]
                0.00    0.00     470/470         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__max_element<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter) [406]
-----------------------------------------------
                0.00    0.00     470/470         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::max_element<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [405]
[406]    0.0    0.00    0.00     470         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__max_element<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter) [406]
                0.00    0.00     470/470         bool __gnu_cxx::operator==<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [373]
                0.00    0.00     470/1410        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator++() [294]
                0.00    0.00     470/2350        bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [218]
-----------------------------------------------
                0.00    0.00     470/470         stats* std::__uninitialized_fill_n_a<stats*, unsigned long, stats, stats>(stats*, unsigned long, stats const&, std::allocator<stats>&) [408]
[407]    0.0    0.00    0.00     470         stats* std::uninitialized_fill_n<stats*, unsigned long, stats>(stats*, unsigned long, stats const&) [407]
                0.00    0.00     470/470         stats* std::__uninitialized_fill_n<false>::__uninit_fill_n<stats*, unsigned long, stats>(stats*, unsigned long, stats const&) [390]
-----------------------------------------------
                0.00    0.00     470/470         std::vector<stats, std::allocator<stats> >::_M_fill_insert(__gnu_cxx::__normal_iterator<stats*, std::vector<stats, std::allocator<stats> > >, unsigned long, stats const&) [392]
[408]    0.0    0.00    0.00     470         stats* std::__uninitialized_fill_n_a<stats*, unsigned long, stats, stats>(stats*, unsigned long, stats const&, std::allocator<stats>&) [408]
                0.00    0.00     470/470         stats* std::uninitialized_fill_n<stats*, unsigned long, stats>(stats*, unsigned long, stats const&) [407]
-----------------------------------------------
                0.00    0.00     470/470         void std::_Destroy<State**, State*>(State**, State**, std::allocator<State*>&) [410]
[409]    0.0    0.00    0.00     470         void std::_Destroy<State**>(State**, State**) [409]
                0.00    0.00     470/470         void std::_Destroy_aux<true>::__destroy<State**>(State**, State**) [385]
-----------------------------------------------
                0.00    0.00       1/470         std::vector<State*, std::allocator<State*> >::reserve(unsigned long) [395]
                0.00    0.00       2/470         std::vector<State*, std::allocator<State*> >::~vector() [622]
                0.00    0.00     467/470         std::vector<State*, std::allocator<State*> >::_M_erase_at_end(State**) [411]
[410]    0.0    0.00    0.00     470         void std::_Destroy<State**, State*>(State**, State**, std::allocator<State*>&) [410]
                0.00    0.00     470/470         void std::_Destroy<State**>(State**, State**) [409]
-----------------------------------------------
                0.00    0.00     467/467         std::vector<State*, std::allocator<State*> >::resize(unsigned long, State*) [139]
[411]    0.0    0.00    0.00     467         std::vector<State*, std::allocator<State*> >::_M_erase_at_end(State**) [411]
                0.00    0.00     467/471         std::_Vector_base<State*, std::allocator<State*> >::_M_get_Tp_allocator() [354]
